         1454607 function calls (1304232 primitive calls) in 56.322 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2522    0.002    0.000    0.005    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.005    0.005 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_events.py:269(GetEvents)
     1440    0.002    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\utils.py:9(parse)
     1157    0.004    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\_collections.py:156(__getitem__)
       16    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_managing.py:13(wrap_outparam)
     3705    0.003    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\functional.py:3941(<genexpr>)
        4    0.000    0.000    0.005    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyttsx3\drivers\sapi5.py:98(setProperty)
      224    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:224(ones_)
     3717    0.004    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\enum.py:833(__setattr__)
     6956    0.005    0.000    0.005    0.000 <frozen os>:703(__iter__)
      296    0.003    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\message.py:493(get)
  473/472    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_vtbl.py:90(call_with_this)
        1    0.000    0.000    0.005    0.005 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\automation.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_post_coinit\__init__.py:1(<module>)
      266    0.001    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:2196(named_parameters)
     1719    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
     6770    0.005    0.000    0.005    0.000 {built-in method torch._C._set_grad_enabled}
        2    0.002    0.001    0.005    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyttsx3\drivers\sapi5.py:79(_tokenFromId)
       94    0.005    0.000    0.005    0.000 {putText}
       65    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:416(__enter__)
  473/472    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_events.py:181(with_this)
       28    0.001    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\blob.py:936(_extract_headers_from_download)
      266    0.002    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:2157(_named_members)
      105    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:304(acquire)
      156    0.001    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:1216(__init__)
       10    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\automation.py:650(__next__)
      537    0.002    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:287(helper)
       10    0.000    0.000    0.005    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\automation.py:668(Next)
      650    0.003    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py:293(header_source_parse)
       74    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1680(extract_cookies)
       94    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      437    0.003    0.000    0.004    0.000 <frozen os>:680(__getitem__)
       37    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py:610(prepare_cookies)
      224    0.004    0.000    0.004    0.000 {built-in method torch.ones}
       28    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\_media\_helpers.py:311(_get_generation_from_url)
       68    0.002    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:452(urlsplit)
     7643    0.004    0.000    0.004    0.000 {built-in method builtins.getattr}
       37    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py:140(get_cookie_header)
      111    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py:35(__init__)
       85    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       37    0.002    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\http\client.py:206(_read_headers)
        1    0.000    0.000    0.004    0.004 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\tools\tlbparser.py:1(<module>)
       24    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\activation.py:1351(__init__)
     2035    0.003    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\structures.py:46(__setitem__)
        1    0.000    0.000    0.004    0.004 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google_crc32c\__init__.py:1(<module>)
       37    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\_collections.py:141(__init__)
      226    0.004    0.000    0.004    0.000 {method 'trunc' of 'torch._C.TensorBase' objects}
        1    0.004    0.004    0.004    0.004 {built-in method _pickle.dump}
        1    0.000    0.000    0.004    0.004 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_events.py:72(__init__)
        1    0.004    0.004    0.004    0.004 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_events.py:81(_connect)
     1350    0.002    0.000    0.004    0.000 {built-in method builtins.any}
      837    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py:311(header_fetch_parse)
      224    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\batchnorm.py:68(reset_running_stats)
        1    0.000    0.000    0.004    0.004 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_post_coinit\unknwn.py:1(<module>)
        4    0.000    0.000    0.004    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\ssl_.py:259(create_urllib3_context)
       37    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\poolmanager.py:225(connection_from_host)
     3067    0.002    0.000    0.004    0.000 {method 'join' of 'str' objects}
       74    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1599(make_cookies)
      308    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:1024(check_header_validity)
    10155    0.004    0.000    0.004    0.000 {built-in method torch.is_grad_enabled}
     1588    0.004    0.000    0.004    0.000 {method 'tell' of '_io.BufferedReader' objects}
      864    0.002    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py:431(_error_catcher)
        9    0.000    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:571(_code)
     2522    0.002    0.000    0.004    0.000 {built-in method _abc._abc_instancecheck}
      340    0.004    0.000    0.004    0.000 {built-in method torch.zeros}
       74    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:828(select_proxy)
      261    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:335(to_key_val_list)
        2    0.000    0.000    0.004    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\weakref.py:585(__call__)
       66    0.001    0.000    0.004    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\container.py:99(__init__)
        2    0.003    0.001    0.004    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py:1132(_close_pool_connections)
     1234    0.004    0.000    0.004    0.000 {built-in method numpy.array}
     1377    0.003    0.000    0.003    0.000 {built-in method _ctypes.POINTER}
    12036    0.003    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\_helpers.py:599(<genexpr>)
      157    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_comobject.py:464(IDispatch_Invoke)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\_strptime.py:1(<module>)
       37    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\_collections.py:231(extend)
      306    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:396(_calculate_correct_fan)
     2589    0.003    0.000    0.003    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyttsx3\engine.py:128(getProperty)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyttsx3\driver.py:164(getProperty)
      124    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:481(cache_from_source)
      110    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\dropout.py:58(forward)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connection.py:208(putrequest)
       37    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\message.py:482(items)
     1480    0.003    0.000    0.003    0.000 {built-in method torch._C._is_tracing}
     1460    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\structures.py:51(__getitem__)
    74/51    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:487(__getitem__)
     3901    0.003    0.000    0.003    0.000 {built-in method builtins.iter}
      330    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\_strptime.py:173(__init__)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\poolmanager.py:248(connection_from_context)
      336    0.003    0.000    0.003    0.000 {method 'view' of 'torch._C.TensorBase' objects}
      388    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:315(_calculate_fan_in_and_fan_out)
      227    0.003    0.000    0.003    0.000 {method 'flip' of 'torch._C.TensorBase' objects}
     8885    0.003    0.000    0.003    0.000 {method 'items' of 'collections.OrderedDict' objects}
      224    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:237(zeros_)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:258(extract_zipped_paths)
      148    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\message.py:595(get_content_type)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\gen\_00020430_0000_0000_C000_000000000046_0_2_0.py:1(<module>)
      616    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:1035(_validate_header_part)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google_crc32c\cext.py:1(<module>)
       78    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\url.py:274(_normalize_host)
      333    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:164(hostname)
       37    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\http\client.py:1119(putrequest)
       74    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\structures.py:76(copy)
      110    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\functional.py:1252(dropout)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:77(proxy_bypass_registry)
      148    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\message.py:528(get_all)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\tools\typedesc.py:1(<module>)
     2121    0.003    0.000    0.003    0.000 {method 'size' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.003    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\ssl.py:430(__new__)
      224    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:63(_no_grad_zero_)
      837    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py:281(_sanitize_header)
       58    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:1423(__getitem__)
      454    0.003    0.000    0.003    0.000 {method 'floor' of 'torch._C.TensorBase' objects}
      761    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:127(__next__)
       62    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1201(path_stats)
       92    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:1432(copy_with)
     1532    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\storage.py:570(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\win32\lib\pywintypes.py:1(<module>)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\adapters.py:523(request_url)
     1124    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\enum.py:79(_is_private)
     43/9    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:37(_compile)
     4012    0.003    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\_helpers.py:324(_set_properties)
       82    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:124(uniform_)
      120    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_post_coinit\_cominterface_meta_patcher.py:35(reference_fix)
     1532    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\storage.py:498(__new__)
       74    0.003    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_post_coinit\unknwn.py:397(QueryInterface)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\tools\codegenerator\heads.py:1(<module>)
        6    0.003    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py:909(text)
       66    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
     2470    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\functional.py:3790(_is_integer)
      537    0.002    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:104(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_vtbl.py:1(<module>)
      232    0.003    0.000    0.003    0.000 {built-in method torch.max}
      798    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_memberspec.py:124(is_prop)
       98    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_post_coinit\_cominterface_meta_patcher.py:10(case_insensitive)
      162    0.001    0.000    0.003    0.000 <frozen ntpath>:107(join)
      111    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\enum.py:500(__prepare__)
       43    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:666(Union)
       37    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py:262(_get_conn)
       82    0.000    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:13(_no_grad_uniform_)
      306    0.001    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:175(_type_check)
      472    0.003    0.000    0.003    0.000 {method 'fill_' of 'torch._C.TensorBase' objects}
     4013    0.003    0.000    0.003    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\_helpers.py:154(__init__)
      216    0.002    0.000    0.002    0.000 {built-in method _thread.get_ident}
      330    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
       37    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:182(close)
      904    0.002    0.000    0.002    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
      226    0.002    0.000    0.002    0.000 {method 'int' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.002    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1529(info)
      111    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\message.py:619(get_content_maintype)
       56    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:164(match)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_code_cache.py:32(_find_gen_dir)
        3    0.000    0.000    0.002    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1660(_log)
     8469    0.002    0.000    0.002    0.000 {method 'get' of 'mappingproxy' objects}
      828    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_memberspec.py:153(_is_spec_prop)
       78    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_memberspec.py:1(<module>)
       37    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py:201(__init__)
      250    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\patcher.py:53(__call__)
     6924    0.002    0.000    0.002    0.000 {function _ParameterMeta.__instancecheck__ at 0x00000258E17C7560}
      110    0.002    0.000    0.002    0.000 {method 'clamp_min' of 'torch._C.TensorBase' objects}
      288    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\utils.py:24(_reverse_repeat_tuple)
       37    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py:658(__init__)
      650    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\_collections.py:215(add)
     1292    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\_memberspec.py:53(_encode_idl)
       80    0.001    0.000    0.002    0.000 <frozen ntpath>:350(expanduser)
       74    0.002    0.000    0.002    0.000 {built-in method winreg.OpenKey}
      126    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:632(cached)
      135    0.001    0.000    0.002    0.000 <frozen ntpath>:257(splitext)
  665/532    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:2333(named_modules)
     2626    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\socket.py:732(readable)
      110    0.002    0.000    0.002    0.000 {method 'expand_as' of 'torch._C.TensorBase' objects}
      123    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\url.py:305(_idna_encode)
      537    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\contextlib.py:132(__enter__)
       64    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:610(_get_cached)
      973    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:1162(__setattr__)
      111    0.002    0.000    0.002    0.000 {built-in method winreg.QueryValueEx}
       34    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\typing.py:1522(__getitem__)
       37    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py:764(get_proxy)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_managing.py:108(_manage)
      860    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:804(compute_should_use_set_data)
       37    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py:2679(getproxies_registry)
     5260    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\ssl.py:1084(_checkClosed)
       41    0.002    0.000    0.002    0.000 {built-in method nt._path_isdir}
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\pyttsx3\drivers\__init__.py:1(<module>)
     7121    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_jit_internal.py:1120(is_scripting)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\gen\SpeechLib.py:835(SPCONTEXTSTATE)
     3064    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\serialization.py:1287(_maybe_decode_ascii)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\client\_code_cache.py:97(_create_comtypes_gen_package)
     4205    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
      110    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\numeric.py:67(zeros_like)
      568    0.002    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:119(_coerce_args)
      761    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:77(readline)
      190    0.000    0.000    0.002    0.000 <frozen _collections_abc>:811(__contains__)
      370    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:205(_hostinfo)
2181/2173    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
     1532    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\serialization.py:389(default_restore_location)
      162    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\typing_extensions.py:3474(_collect_parameters)
      306    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:68(calculate_gain)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\comtypes\tools\codegenerator\typeannotator.py:1(<module>)
     4554    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\oauth2\service_account.py:384(_make_authorization_grant_assertion)
       37    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
      213    0.001    0.000    0.002    0.000 {method 'subn' of 're.Pattern' objects}
      206    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:596(add_module)
       28    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\urllib\parse.py:695(parse_qs)
        1    0.000    0.000    0.002    0.002 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\auth\jwt.py:75(encode)
        3    0.000    0.000    0.002    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1686(handle)
       34    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\site-packages\google\cloud\storage\_helpers.py:630(_get_invocation_id)
        3    0.000    0.000    0.002    0.001 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1746(callHandlers)
      115    0.001    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py:1261(__init__)
        5    0.000    0.000    0.002    0.000 C:\Users\PC\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1011(handle)
